Source;Target;Weight
Inicial;18cBEMRxXHqzWWCxZNtU91F5sbUNKhL5PX;629831453
bc1qmaxz0w0d7a5qkpnsachu7fnpztkc76x63ycjp7;18v6kXwQY6DGhdqyjJex1XkrbKZNtBrUZH;11187189
bc1qmaxz0w0d7a5qkpnsachu7fnpztkc76x63ycjp7;bc1qas582z4hk2mxggltnu4ymtpcch89ffnmsy3wq9;95743188
bc1qas582z4hk2mxggltnu4ymtpcch89ffnmsy3wq9;bc1qas582z4hk2mxggltnu4ymtpcch89ffnmsy3wq9;95743188
bc1qas582z4hk2mxggltnu4ymtpcch89ffnmsy3wq9;18v6kXwQY6DGhdqyjJex1XkrbKZNtBrUZH;95060011.91
bc1qyk9x844cx0ax00ug2q7neczazlwydf5tqhmguz;18v6kXwQY6DGhdqyjJex1XkrbKZNtBrUZH;95060011.91
bc1qyk9x844cx0ax00ug2q7neczazlwydf5tqhmguz;bc1qas582z4hk2mxggltnu4ymtpcch89ffnmsy3wq9;682323.8754
36DiaRKnqiU3g8N6eNHCaLsgoR9zosNV5G;bc1qas582z4hk2mxggltnu4ymtpcch89ffnmsy3wq9;682323.8754
36DiaRKnqiU3g8N6eNHCaLsgoR9zosNV5G;18v6kXwQY6DGhdqyjJex1XkrbKZNtBrUZH;5106580.095
bc1q20mag4whnhtvdk0p6ykd88xts9qzpscalprgfe;18v6kXwQY6DGhdqyjJex1XkrbKZNtBrUZH;5106580.095
bc1q20mag4whnhtvdk0p6ykd88xts9qzpscalprgfe;bc1qas582z4hk2mxggltnu4ymtpcch89ffnmsy3wq9;36654.12459
bc1qkjdwwgxgjhl8f6j8p2cfv5s3r2jtx67ts6vpkr;bc1qas582z4hk2mxggltnu4ymtpcch89ffnmsy3wq9;36654.12459
bc1qkjdwwgxgjhl8f6j8p2cfv5s3r2jtx67ts6vpkr;1Mb7279Z8vy8KvFwnUm6UmnbimhCqgfkJs;254101
1G3B63TXSLaUqfWrUPJ8xkQxAQPKyzxkA9;1Mb7279Z8vy8KvFwnUm6UmnbimhCqgfkJs;254101
bc1qp3h9d7vnw06hka9kkdy58m3sky3yyykr89stfk;36dJknLeGGFuAjXVh5kVF4QojKTGsLAD78;141036
1DF5kdi8qttGdLat1GAVwZPxmScdJRDgek;bc1qjqqwncyncvh7ewzp5xz43xdhq9h93z4mqt2ekd;1262930287
1DF5kdi8qttGdLat1GAVwZPxmScdJRDgek;bc1q5vakx7a7nzfjlwpq265fc0x28vrre3y82z6kae;470000
3MyhryUUf9JshxmCYteMEo7PDhqrfVMrkm;bc1q5vakx7a7nzfjlwpq265fc0x28vrre3y82z6kae;470000
3QxMhDikeYVcu77r56nx4ugesK8x4yM5go;bc1q7dmjqztn342e7qyl4tlfyqc8mju8ny7me8vm4n;7751846
bc1qmmzknm608x8lh5j4klvflzlnfjhaznymryhywf;bc1q9hl6c24xjvxcfjs4208d8x8u5tref5uup26cwz;2889509
bc1qmmzknm608x8lh5j4klvflzlnfjhaznymryhywf;33vimtfLNm5JRiWf1wW6KY62G8NL7HzAGt;241224
bc1qmmzknm608x8lh5j4klvflzlnfjhaznymryhywf;36rWaQr3SVNXdGBCAxwxR2BQgftztUtFVG;33000
bc1qmmzknm608x8lh5j4klvflzlnfjhaznymryhywf;3JNb6v41yCgvrxz9aX3Ygkh8opDvX3hCii;128300
bc1qmmzknm608x8lh5j4klvflzlnfjhaznymryhywf;1DF5kdi8qttGdLat1GAVwZPxmScdJRDgek;560551
bc1qmmzknm608x8lh5j4klvflzlnfjhaznymryhywf;3DkuQ1ZN2PT3bM6sMBqvsiNntBEHd6k4Gu;78543.59563
bc1qmmzknm608x8lh5j4klvflzlnfjhaznymryhywf;3DkuQ1ZN2PT3bM6sMBqvsiNntBEHd6k4Gu;70896.40437
bc1qmmzknm608x8lh5j4klvflzlnfjhaznymryhywf;bc1qt9s0q0zvlfyyr4wqjufa56at25s50pw8f7a9f0;691850
bc1qpvgqrhjsraqj5uydjg9g7evum3pwylrpkc679td67u07nm6re4hsyg8su2;33vimtfLNm5JRiWf1wW6KY62G8NL7HzAGt;241224
bc1qpvgqrhjsraqj5uydjg9g7evum3pwylrpkc679td67u07nm6re4hsyg8su2;36rWaQr3SVNXdGBCAxwxR2BQgftztUtFVG;33000
bc1qw8wrek2m7nlqldll66ajnwr9mh64syvkt67zlu;36rWaQr3SVNXdGBCAxwxR2BQgftztUtFVG;33000
bc1qw8wrek2m7nlqldll66ajnwr9mh64syvkt67zlu;3JNb6v41yCgvrxz9aX3Ygkh8opDvX3hCii;128300
bc1q7jyfsqaa3slye0hfhflex60xwf52rh4xwpjvv8;3JNb6v41yCgvrxz9aX3Ygkh8opDvX3hCii;128300
bc1q7jyfsqaa3slye0hfhflex60xwf52rh4xwpjvv8;1DF5kdi8qttGdLat1GAVwZPxmScdJRDgek;560551
bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h;1DF5kdi8qttGdLat1GAVwZPxmScdJRDgek;560551
bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h;3DkuQ1ZN2PT3bM6sMBqvsiNntBEHd6k4Gu;78543.59563
bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h;3DkuQ1ZN2PT3bM6sMBqvsiNntBEHd6k4Gu;70896.40437
bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h;bc1qt9s0q0zvlfyyr4wqjufa56at25s50pw8f7a9f0;691850
bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h;3FRXC2axEZHBNQcpUmt8P95oxc6neNn5kA;88523
bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h;bc1qumucyhetc9p7q7uq7arc7jafygm00su60dkq66;9702652346
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;3DkuQ1ZN2PT3bM6sMBqvsiNntBEHd6k4Gu;78543.59563
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;3DkuQ1ZN2PT3bM6sMBqvsiNntBEHd6k4Gu;70896.40437
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;bc1qt9s0q0zvlfyyr4wqjufa56at25s50pw8f7a9f0;691850
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;3FRXC2axEZHBNQcpUmt8P95oxc6neNn5kA;88523
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;bc1qumucyhetc9p7q7uq7arc7jafygm00su60dkq66;9702652346
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;bc1qmexg32vkclx90x0v2t6nm5qhyxxpklxeum5ymjyn3l3wpedt3sdspcytut;550000
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;3QfW5n1Ttw3gvJXDVE1LLtENRupNeP3P9d;75536
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;1GaegXpcpcTmaNMxuq5QpRJDP5gg9o8kW3;258771
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;37YP1zjY9SCmuV2YCzgzathZeSnGcJQLLR;847725
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;34Zwdez4rkAjeM9djipUTUmDVcoEaRMr7B;43501
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;bc1q7sh0cj3mr368j9fsg73xeq9fvyyn5kq9mhshk0;1475900
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;bc1ql7cph9mnpkdqxckkmn00khjrnpulazhxqg5v2q;475900
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;333y4uaze7BRGJpWv7Fzc5BZHAgqdHT6Bx;450000
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;bc1qw8wrek2m7nlqldll66ajnwr9mh64syvkt67zlu;452496
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;3HVuRPCx3R1Kzbmg7iJfeVRDbHVyDn5c34;222000
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;18oyox2eVabMTnoaVeZGhwmUu2j1pwjjxK;224633
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;3FZ1wah9oNmC8bRN28B5syXbedqJahFweg;130000
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;bc1qvt93l9px6yndq0h8kkq5v3cujumskk2e5008f6;4390000
3MJQmrNf3oVgXZd3VobkwsfDX9BcebXj5r;bc1qqpw47vvyj8pv0szvt3khejw58wa3f4uax3k82x;58772
3Aa93SGWu1tFkqP76SygKKdTLaTRHhPk5q;3DkuQ1ZN2PT3bM6sMBqvsiNntBEHd6k4Gu;70896.40437
3Aa93SGWu1tFkqP76SygKKdTLaTRHhPk5q;bc1qt9s0q0zvlfyyr4wqjufa56at25s50pw8f7a9f0;691850
3Aa93SGWu1tFkqP76SygKKdTLaTRHhPk5q;3FRXC2axEZHBNQcpUmt8P95oxc6neNn5kA;88523
3Aa93SGWu1tFkqP76SygKKdTLaTRHhPk5q;bc1qumucyhetc9p7q7uq7arc7jafygm00su60dkq66;9702652346
3Aa93SGWu1tFkqP76SygKKdTLaTRHhPk5q;bc1qmexg32vkclx90x0v2t6nm5qhyxxpklxeum5ymjyn3l3wpedt3sdspcytut;550000
3Aa93SGWu1tFkqP76SygKKdTLaTRHhPk5q;3QfW5n1Ttw3gvJXDVE1LLtENRupNeP3P9d;75536
3Aa93SGWu1tFkqP76SygKKdTLaTRHhPk5q;1GaegXpcpcTmaNMxuq5QpRJDP5gg9o8kW3;258771
3Aa93SGWu1tFkqP76SygKKdTLaTRHhPk5q;37YP1zjY9SCmuV2YCzgzathZeSnGcJQLLR;847725
3Aa93SGWu1tFkqP76SygKKdTLaTRHhPk5q;34Zwdez4rkAjeM9djipUTUmDVcoEaRMr7B;43501
