Inputs;Outputs;Valor
3AMo8gPWmYKFY2vRf1pK15t6iFFwYCxkHs;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;59073.91418
3AMo8gPWmYKFY2vRf1pK15t6iFFwYCxkHs;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;79485.19349
3AMo8gPWmYKFY2vRf1pK15t6iFFwYCxkHs;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;81213.13247
bc1q8t4ke55dyfewgr8442y7efvvx02vmw6k6gr67vumjvpw8mcc807swjzh6x;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;406.1958004
bc1q8t4ke55dyfewgr8442y7efvvx02vmw6k6gr67vumjvpw8mcc807swjzh6x;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;25687.43088
bc1q8t4ke55dyfewgr8442y7efvvx02vmw6k6gr67vumjvpw8mcc807swjzh6x;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;26143.42077
bc1q8t4ke55dyfewgr8442y7efvvx02vmw6k6gr67vumjvpw8mcc807swjzh6x;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;27714.05264
bc1q8t4ke55dyfewgr8442y7efvvx02vmw6k6gr67vumjvpw8mcc807swjzh6x;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;37289.84048
bc1q8t4ke55dyfewgr8442y7efvvx02vmw6k6gr67vumjvpw8mcc807swjzh6x;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;38100.48919
bc1qz9rkkfk4j65wcdseaudrj3ctewsm5re4d7krtxd6y3v8wvdft3uqvtafgu;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;610.0210147
bc1qz9rkkfk4j65wcdseaudrj3ctewsm5re4d7krtxd6y3v8wvdft3uqvtafgu;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;38577.14096
bc1qz9rkkfk4j65wcdseaudrj3ctewsm5re4d7krtxd6y3v8wvdft3uqvtafgu;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;39261.94227
bc1qz9rkkfk4j65wcdseaudrj3ctewsm5re4d7krtxd6y3v8wvdft3uqvtafgu;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;41620.70237
bc1qz9rkkfk4j65wcdseaudrj3ctewsm5re4d7krtxd6y3v8wvdft3uqvtafgu;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;56001.53007
bc1qz9rkkfk4j65wcdseaudrj3ctewsm5re4d7krtxd6y3v8wvdft3uqvtafgu;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;57218.95463
3EABoLVqekrKBJSzTmaEX5wob5HLpJX5WF;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;1500.774844
3EABoLVqekrKBJSzTmaEX5wob5HLpJX5WF;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;94907.55452
3EABoLVqekrKBJSzTmaEX5wob5HLpJX5WF;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;96592.30401
3EABoLVqekrKBJSzTmaEX5wob5HLpJX5WF;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;102395.33
3EABoLVqekrKBJSzTmaEX5wob5HLpJX5WF;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;137775.0693
3EABoLVqekrKBJSzTmaEX5wob5HLpJX5WF;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;140770.1795
bc1qu6l62ym6uhr3hrcdre3x76pd2g5va37mqzupyzewzuxc45ja4dsspqtqga;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;1117.373433
bc1qu6l62ym6uhr3hrcdre3x76pd2g5va37mqzupyzewzuxc45ja4dsspqtqga;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;70661.61882
bc1qu6l62ym6uhr3hrcdre3x76pd2g5va37mqzupyzewzuxc45ja4dsspqtqga;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;71915.96708
bc1qu6l62ym6uhr3hrcdre3x76pd2g5va37mqzupyzewzuxc45ja4dsspqtqga;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;76236.49999
bc1qu6l62ym6uhr3hrcdre3x76pd2g5va37mqzupyzewzuxc45ja4dsspqtqga;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;102577.8135
bc1qu6l62ym6uhr3hrcdre3x76pd2g5va37mqzupyzewzuxc45ja4dsspqtqga;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;104807.766
3JyAWxdHvZhdFDvroBbUpv9g7tFsqZjFaj;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;3936.891261
3JyAWxdHvZhdFDvroBbUpv9g7tFsqZjFaj;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;248965.2085
3JyAWxdHvZhdFDvroBbUpv9g7tFsqZjFaj;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;253384.7092
3JyAWxdHvZhdFDvroBbUpv9g7tFsqZjFaj;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;268607.434
3JyAWxdHvZhdFDvroBbUpv9g7tFsqZjFaj;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;361416.9496
3JyAWxdHvZhdFDvroBbUpv9g7tFsqZjFaj;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;369273.8398
3KdyQpRuuSNUQQHoZJZYNc7Zn5ptN8Wvva;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;361.7175454
3KdyQpRuuSNUQQHoZJZYNc7Zn5ptN8Wvva;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;22874.6689
3KdyQpRuuSNUQQHoZJZYNc7Zn5ptN8Wvva;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;23280.72811
3KdyQpRuuSNUQQHoZJZYNc7Zn5ptN8Wvva;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;24679.3765
3KdyQpRuuSNUQQHoZJZYNc7Zn5ptN8Wvva;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;33206.61994
3KdyQpRuuSNUQQHoZJZYNc7Zn5ptN8Wvva;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;33928.50298
3MCKg1e1HC2cW3msQkLvATeq9X3V4ZAB4T;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;785.5070478
3MCKg1e1HC2cW3msQkLvATeq9X3V4ZAB4T;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;49674.70853
3MCKg1e1HC2cW3msQkLvATeq9X3V4ZAB4T;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;50556.50809
3MCKg1e1HC2cW3msQkLvATeq9X3V4ZAB4T;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;53593.81768
3MCKg1e1HC2cW3msQkLvATeq9X3V4ZAB4T;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;72111.60844
3MCKg1e1HC2cW3msQkLvATeq9X3V4ZAB4T;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;73679.2521
bc1qvd4mjc8pnvkn70jkkvv5nulqn36q09lpsuj90prh83q426vye4essy89v5;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;598.3396725
bc1qvd4mjc8pnvkn70jkkvv5nulqn36q09lpsuj90prh83q426vye4essy89v5;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;37838.42413
bc1qvd4mjc8pnvkn70jkkvv5nulqn36q09lpsuj90prh83q426vye4essy89v5;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;38510.11214
bc1qvd4mjc8pnvkn70jkkvv5nulqn36q09lpsuj90prh83q426vye4essy89v5;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;40823.70414
bc1qvd4mjc8pnvkn70jkkvv5nulqn36q09lpsuj90prh83q426vye4essy89v5;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;54929.15219
bc1qvd4mjc8pnvkn70jkkvv5nulqn36q09lpsuj90prh83q426vye4essy89v5;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;56123.2642
3E3KqrstgioT9YGn8JzqxEsBftVa32kBcq;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;3296.805324
3E3KqrstgioT9YGn8JzqxEsBftVa32kBcq;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;208486.7908
3E3KqrstgioT9YGn8JzqxEsBftVa32kBcq;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;212187.7397
3E3KqrstgioT9YGn8JzqxEsBftVa32kBcq;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;224935.4528
3E3KqrstgioT9YGn8JzqxEsBftVa32kBcq;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;302655.3807
3E3KqrstgioT9YGn8JzqxEsBftVa32kBcq;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;309234.8455
3C27pnpg63CataJpyKDehP7dobajFdBGGj;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;7821.819971
3C27pnpg63CataJpyKDehP7dobajFdBGGj;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;494644.3553
3C27pnpg63CataJpyKDehP7dobajFdBGGj;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;503425.0243
3C27pnpg63CataJpyKDehP7dobajFdBGGj;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;533669.551
3C27pnpg63CataJpyKDehP7dobajFdBGGj;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;718063.6006
3C27pnpg63CataJpyKDehP7dobajFdBGGj;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;733673.6789
3NvRL7DfgYe3bgsVHuwXvZ87EsjrRiQTyP;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;1002.937467
3NvRL7DfgYe3bgsVHuwXvZ87EsjrRiQTyP;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;63424.79868
3NvRL7DfgYe3bgsVHuwXvZ87EsjrRiQTyP;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;64550.68268
3NvRL7DfgYe3bgsVHuwXvZ87EsjrRiQTyP;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;68428.72757
3NvRL7DfgYe3bgsVHuwXvZ87EsjrRiQTyP;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;92072.29157
3NvRL7DfgYe3bgsVHuwXvZ87EsjrRiQTyP;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;94073.86313
3NBk5PLg1JUsahonmWDaqjTcn3enxmbqDD;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;453.1636073
3NBk5PLg1JUsahonmWDaqjTcn3enxmbqDD;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;28657.62971
3NBk5PLg1JUsahonmWDaqjTcn3enxmbqDD;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;29166.34503
3NBk5PLg1JUsahonmWDaqjTcn3enxmbqDD;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;30918.58669
3NBk5PLg1JUsahonmWDaqjTcn3enxmbqDD;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;41601.60842
3NBk5PLg1JUsahonmWDaqjTcn3enxmbqDD;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;42505.99121
bc1q0xjdrn5ruw38cap6sxacjlzfrkgsxydux3at69fd29p2ffr7j5zs9tg56u;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;993.0522521
bc1q0xjdrn5ruw38cap6sxacjlzfrkgsxydux3at69fd29p2ffr7j5zs9tg56u;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;62799.66719
bc1q0xjdrn5ruw38cap6sxacjlzfrkgsxydux3at69fd29p2ffr7j5zs9tg56u;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;63914.45419
bc1q0xjdrn5ruw38cap6sxacjlzfrkgsxydux3at69fd29p2ffr7j5zs9tg56u;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;67754.27605
bc1q0xjdrn5ruw38cap6sxacjlzfrkgsxydux3at69fd29p2ffr7j5zs9tg56u;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;91164.80287
bc1q0xjdrn5ruw38cap6sxacjlzfrkgsxydux3at69fd29p2ffr7j5zs9tg56u;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;93146.64641
bc1qgd4xa6qu8gg2smdfxlx78wg3vk6sgxsesnu6kjv00hzzf9ampaeq52lf7h;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;1879.129374
bc1qgd4xa6qu8gg2smdfxlx78wg3vk6sgxsesnu6kjv00hzzf9ampaeq52lf7h;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;118834.3303
bc1qgd4xa6qu8gg2smdfxlx78wg3vk6sgxsesnu6kjv00hzzf9ampaeq52lf7h;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;120943.8154
bc1qgd4xa6qu8gg2smdfxlx78wg3vk6sgxsesnu6kjv00hzzf9ampaeq52lf7h;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;128209.8198
bc1qgd4xa6qu8gg2smdfxlx78wg3vk6sgxsesnu6kjv00hzzf9ampaeq52lf7h;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;172509.008
bc1qgd4xa6qu8gg2smdfxlx78wg3vk6sgxsesnu6kjv00hzzf9ampaeq52lf7h;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;176259.2039
3BLZqPUSykKovAmffjm6o1KMCSvGRUmjkX;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;364.1862423
3BLZqPUSykKovAmffjm6o1KMCSvGRUmjkX;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;23030.78692
3BLZqPUSykKovAmffjm6o1KMCSvGRUmjkX;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;23439.61745
3BLZqPUSykKovAmffjm6o1KMCSvGRUmjkX;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;24847.81152
3BLZqPUSykKovAmffjm6o1KMCSvGRUmjkX;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;33433.2528
3BLZqPUSykKovAmffjm6o1KMCSvGRUmjkX;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;34160.06264
bc1qt72h8eswwued2wu46xra964egtgqmlnf7zjpphvus4g2mmwgl6aq8e7tyy;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;211.1504925
bc1qt72h8eswwued2wu46xra964egtgqmlnf7zjpphvus4g2mmwgl6aq8e7tyy;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;13352.95361
bc1qt72h8eswwued2wu46xra964egtgqmlnf7zjpphvus4g2mmwgl6aq8e7tyy;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;13589.98829
bc1qt72h8eswwued2wu46xra964egtgqmlnf7zjpphvus4g2mmwgl6aq8e7tyy;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;14406.44108
bc1qt72h8eswwued2wu46xra964egtgqmlnf7zjpphvus4g2mmwgl6aq8e7tyy;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;19384.16935
bc1qt72h8eswwued2wu46xra964egtgqmlnf7zjpphvus4g2mmwgl6aq8e7tyy;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;19805.56433
bc1qx38y2hz5pprr5kct3tzaphutlzumxhupdp78eh3c6f5q7jctwalszkehrj;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;425.6716557
bc1qx38y2hz5pprr5kct3tzaphutlzumxhupdp78eh3c6f5q7jctwalszkehrj;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;26919.06519
bc1qx38y2hz5pprr5kct3tzaphutlzumxhupdp78eh3c6f5q7jctwalszkehrj;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;27396.91842
bc1qx38y2hz5pprr5kct3tzaphutlzumxhupdp78eh3c6f5q7jctwalszkehrj;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;29042.85732
bc1qx38y2hz5pprr5kct3tzaphutlzumxhupdp78eh3c6f5q7jctwalszkehrj;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;39077.77511
bc1qx38y2hz5pprr5kct3tzaphutlzumxhupdp78eh3c6f5q7jctwalszkehrj;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;39927.29196
3G3HZVgH67t6mp3fZkJ3MeeDnjz6XFgt9n;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;321.9472805
3G3HZVgH67t6mp3fZkJ3MeeDnjz6XFgt9n;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;20359.63568
3G3HZVgH67t6mp3fZkJ3MeeDnjz6XFgt9n;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;20721.04934
3G3HZVgH67t6mp3fZkJ3MeeDnjz6XFgt9n;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;21965.91858
3G3HZVgH67t6mp3fZkJ3MeeDnjz6XFgt9n;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;29555.60525
3G3HZVgH67t6mp3fZkJ3MeeDnjz6XFgt9n;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;30198.11841
34dithHUjx9FLGdn26CEmXdPhuWzzjbvXC;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;1625.004785
34dithHUjx9FLGdn26CEmXdPhuWzzjbvXC;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;102763.7362
34dithHUjx9FLGdn26CEmXdPhuWzzjbvXC;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;104587.9445
34dithHUjx9FLGdn26CEmXdPhuWzzjbvXC;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;110871.3288
34dithHUjx9FLGdn26CEmXdPhuWzzjbvXC;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;149179.7038
34dithHUjx9FLGdn26CEmXdPhuWzzjbvXC;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;152422.7409
bc1qv3zqhmtnw9h63la43mmfnl90fhawlq0jl80mhjlw394h745pz68s738kuy;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;347.2755378
bc1qv3zqhmtnw9h63la43mmfnl90fhawlq0jl80mhjlw394h745pz68s738kuy;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;21961.37026
bc1qv3zqhmtnw9h63la43mmfnl90fhawlq0jl80mhjlw394h745pz68s738kuy;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;22351.21707
bc1qv3zqhmtnw9h63la43mmfnl90fhawlq0jl80mhjlw394h745pz68s738kuy;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;23694.02275
bc1qv3zqhmtnw9h63la43mmfnl90fhawlq0jl80mhjlw394h745pz68s738kuy;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;31880.80575
bc1qv3zqhmtnw9h63la43mmfnl90fhawlq0jl80mhjlw394h745pz68s738kuy;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;32573.86674
bc1q9s9xawm803mnxmyjynj0epsnlqsyzws968670nyulrmk9j0erazskq6nvr;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;691.6600672
bc1q9s9xawm803mnxmyjynj0epsnlqsyzws968670nyulrmk9j0erazskq6nvr;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;43739.91594
bc1q9s9xawm803mnxmyjynj0epsnlqsyzws968670nyulrmk9j0erazskq6nvr;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;44516.36415
bc1q9s9xawm803mnxmyjynj0epsnlqsyzws968670nyulrmk9j0erazskq6nvr;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;47190.79688
bc1q9s9xawm803mnxmyjynj0epsnlqsyzws968670nyulrmk9j0erazskq6nvr;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;63496.20933
bc1q9s9xawm803mnxmyjynj0epsnlqsyzws968670nyulrmk9j0erazskq6nvr;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;64876.56171
bc1q7ewcpd5vfajk7p5neflqt753dkk6hx4wurlumqxfu4ld7rkyswnqldqar0;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;1996.782205
bc1q7ewcpd5vfajk7p5neflqt753dkk6hx4wurlumqxfu4ld7rkyswnqldqar0;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;126274.5819
bc1q7ewcpd5vfajk7p5neflqt753dkk6hx4wurlumqxfu4ld7rkyswnqldqar0;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;128516.1425
bc1q7ewcpd5vfajk7p5neflqt753dkk6hx4wurlumqxfu4ld7rkyswnqldqar0;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;136237.0736
bc1q7ewcpd5vfajk7p5neflqt753dkk6hx4wurlumqxfu4ld7rkyswnqldqar0;bc1qgf3s0ydq2de8hfv6tynz006fvl084rqaxdrs7w8ea22uw2zvsm3qd7veth;183309.8467
bc1q7ewcpd5vfajk7p5neflqt753dkk6hx4wurlumqxfu4ld7rkyswnqldqar0;bc1q5p4ppn36ugrvee48pxply65y06hf3z87nnced68rjcq92keqpxlqglrn06;187294.8434
3P3uR8BD1dsN8MNZNmNqUM1H9kSppFtdYG;bc1qu9nxevks6q4lfa8dxnxwzgs4x95amz7rczh2r5wun8segvjrxq6sfwfdak;327.2418143
3P3uR8BD1dsN8MNZNmNqUM1H9kSppFtdYG;bc1qulgftg3m0wxez27rkm0n64ve0w3wrygr4gpau3sfjz557zah7l9stk05lr;20694.4569
3P3uR8BD1dsN8MNZNmNqUM1H9kSppFtdYG;bc1q3w2naqwzpthlqguqh5jf2sq25jgyucvjrzmvjsxf2af8va0rumfseawa6q;21061.81412
3P3uR8BD1dsN8MNZNmNqUM1H9kSppFtdYG;bc1qjul4qp39vgyz7shlrq6cwh36sr5fuwk0lmkawyx2p9ztledh7nuq4kk597;22327.15567
