Inputs;Outputs;Valor
bc1q5h2vk9xkcr8q32h0mj97sh92lrc69z9us52p7f2sm495xternq3suxunzs;bc1qj2wzj0h2t6qlphazkzvnqtkcy76ds5cv5f5gtymjk0l64kalqsmssl9eh2;69617.50805
bc1q5h2vk9xkcr8q32h0mj97sh92lrc69z9us52p7f2sm495xternq3suxunzs;3PtKmFgpv8kF5jsHDbwRP1E7aVCUqhqbsW;4505.778758
3JYgcgbLV3dEeKzewhAp1BnaALq9fKzTgS;bc1qj2wzj0h2t6qlphazkzvnqtkcy76ds5cv5f5gtymjk0l64kalqsmssl9eh2;501222.8522
3JYgcgbLV3dEeKzewhAp1BnaALq9fKzTgS;3PtKmFgpv8kF5jsHDbwRP1E7aVCUqhqbsW;32440.10513
332C4cwuizA71WifZgn7LNc8FKJwCrFEeW;bc1qj2wzj0h2t6qlphazkzvnqtkcy76ds5cv5f5gtymjk0l64kalqsmssl9eh2;261391.4651
332C4cwuizA71WifZgn7LNc8FKJwCrFEeW;3PtKmFgpv8kF5jsHDbwRP1E7aVCUqhqbsW;16917.75739
3PELBQuRbDxMYZttqwPJDEVmxmC1ygR1Lu;bc1qj2wzj0h2t6qlphazkzvnqtkcy76ds5cv5f5gtymjk0l64kalqsmssl9eh2;1804485.809
3PELBQuRbDxMYZttqwPJDEVmxmC1ygR1Lu;3PtKmFgpv8kF5jsHDbwRP1E7aVCUqhqbsW;116789.7854
3PtKmFgpv8kF5jsHDbwRP1E7aVCUqhqbsW;bc1qj2wzj0h2t6qlphazkzvnqtkcy76ds5cv5f5gtymjk0l64kalqsmssl9eh2;3732957.615
3PtKmFgpv8kF5jsHDbwRP1E7aVCUqhqbsW;3PtKmFgpv8kF5jsHDbwRP1E7aVCUqhqbsW;241604.1825
1YGVVTy8Fofbb262A8JVcA555QDvGfuMa;1PaAdpqxMomPSFdmCZeMptje1bGGwviaQQ;856504
1B7QEnhySFoEHD8VQGBM64hmcGTAF29uYD;1PaAdpqxMomPSFdmCZeMptje1bGGwviaQQ;47303
15benuWPKz4YviWj6nr6LTw9sgkdcmWxcU;1PaAdpqxMomPSFdmCZeMptje1bGGwviaQQ;32245
17YKTskHkehLqYRewPjTjVU6THM715ACRT;1PaAdpqxMomPSFdmCZeMptje1bGGwviaQQ;762014
bc1qrkzfc9zhqtcvawst506s08s372va6rxzy7akzt;394o592fmwD3oUNdh1WR2jSx8QLHiXWkdW;23161.43266
bc1qrkzfc9zhqtcvawst506s08s372va6rxzy7akzt;394o592fmwD3oUNdh1WR2jSx8QLHiXWkdW;405454.9349
bc1qrkzfc9zhqtcvawst506s08s372va6rxzy7akzt;394o592fmwD3oUNdh1WR2jSx8QLHiXWkdW;34681.9442
bc1qrkzfc9zhqtcvawst506s08s372va6rxzy7akzt;394o592fmwD3oUNdh1WR2jSx8QLHiXWkdW;141295.188
bc1qrkzfc9zhqtcvawst506s08s372va6rxzy7akzt;394o592fmwD3oUNdh1WR2jSx8QLHiXWkdW;250471.8626
bc1qrkzfc9zhqtcvawst506s08s372va6rxzy7akzt;394o592fmwD3oUNdh1WR2jSx8QLHiXWkdW;973227.9762
bc1qrkzfc9zhqtcvawst506s08s372va6rxzy7akzt;394o592fmwD3oUNdh1WR2jSx8QLHiXWkdW;171160.7484
bc1qrkzfc9zhqtcvawst506s08s372va6rxzy7akzt;394o592fmwD3oUNdh1WR2jSx8QLHiXWkdW;873715.9132
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1q3vsv6yrf5u0a3z8nacn5d7k5j3dasw2xgy0ymm;102402
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;60745655
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qzyx6phd0dm8k03d4yzf7le2tz3tgx8u4nfxsf4;163153
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qkjhk2lxjjq9wdl3764kva8trg5cnuqjyd4apku;663459
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qllzswwtw3sk6939kf9475897p05nqm20kurtkw;258262
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qaf548e6whgka3ftfrsjntfqvhk8hrut2ny369y;154153
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qc4r8n3hz9tmdw2t3j4a8a789ad5lu6l2frqgk2;268936
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;3KJ6HbsxRjYgJt32ght5hSZRdB99FyA7uz;240121
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qgmdsdvp0z8q2hd2w0ktdvefl4w72lv2sst6uap;235576
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qvzdw4k9chgrxy3hyt8xtd3r2xv64f9l834jynd;191938
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qkya2w8xadhqg23snr599k55djmn50waw0wepx6;402884
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qtga37ue9qkl9me657588x4agqa80jn9kcdw9fd;252799
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1q4kq8996cltd9a999p4qj65vz2et472vayr754u;459900
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qq0rpsc98z4cq4yj4h2yhwjdxeu3zy9llfflvlf;258166
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qp2wr3jdneyvh76c2hkqngu6k6nufpjcu5vwwue;129665
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;36GGs1YykDdgyFycqFs8tGrW294gZkJwDQ;240400
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qgwn2p6vjml7kqlakc6796t6mvcp7crffgyrfdg;263924
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;3HYwfXVhcGMSYA6GaZoaJFJozhsjA3wPAm;177913
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1q44dkmdp0cjn0s469f6tpja8nfqe43asjrlw5kl;471152
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;3NpT9jm2N2EYFi1JNZgEnF2EcJC5qDDD3b;163884
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qhyjm2t6jyjc9dncmqfh8xrd8vg60yjm54cm5ge;258166
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qnhqvp94yfh2t4jsd0zysmx5vyx9kdxp7e47um3;191945
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qlmx5teqdvwd4vp3azfsk0vu2g5m6u8y8gvtr5d;220641
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qrph5wkwpdzldf24d5srvudmmgxxz7ukug5tt2j;240121
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qct4flgl3pdu3u07aajfq8ayvs7udk27evwglz7;428365
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qh0pjwy04emsphhzr03978fskynah9jyred5hlr;258157
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qr66kmpyl90es5nf5eps9ye2pgtvmwrxx4f029k;160961
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;3JTtfDndA2jwJo4iMS4FZ46khV2e1mHVdY;134134
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qvuxruzxczqwqfln8zv346mwm6ryk4fl5rchcer;432595
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qcn6f3e5vlryw4m6udm27tmttu2v5pqg0durace;287499
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;3JiZNmeMpFAvwuutTr61R6PmvDGhvX2hy9;134461
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qmm3jdcuj0zq4rxkdwmslczpsedcp42dn940ymn;201702
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1q0e6p9s37j05vvkhh2qvednylm7hnasvhr7z2lx;101634
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qp5jmcxmryrd8e92kgd76zckzgla40v7jmc5ye6;127788
bc1qqjrh258zavlfsplj0zajaqlncvt72wx9z55w7s;bc1qxq4ecwdhrqtdpgpyu9vwvu8zpst0nu727g9u8l;147313
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1qtmckkm6xrqswqpr4ufn3n83d6y670mclc7e7wy;203694
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1qkvrs92f4lywyggkwkzgm3qr66hdxhf4pwzqxw4;319120
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;1PBZmFhRLEvCgpR9HnnhBjqL8Pop7bXFxm;341521
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1qtpj2udfufnn5dl43l5gkmkfskdr8eguvj4x3f6;237864
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;1HtppCvp2yfaS75awgXP3Rn3pvNNjiMBE3;314588
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1q3ndyyyghvuyt8k06x08er8v0hzxwmslshg5fes;406401
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1quevsr466w8uvrshvrygjt8tz23e6ge7glh257c;174428
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1qgkzfrx8ctham9jfafrjhqxq5cxlfz39hl2x9wn;377577
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1q2924kmyrxv9ytxt3kepgrlee4y2atwgm74atk7;290009
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;1ErDuZQWPkaaSwN2zVVZbJ6gBLnTKEBPMK;480350
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;1HHeREStdNUFePCUCcTgixS9p15aJcvqpF;421116
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;53924484
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;1EpBhoUJzLkWZutL62wZ4VxZz9NeGMfq9n;434999
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1qx2065aky5rellj6qmdt8jghxtj7yajm255e96z;154669
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1q2ej8upmxffpg9zweh5tq459qwjcj58e4vmx4ms;129478
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1qccydnd4srtpc854cez5sm55y3rexexq0phmjtk;169970
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1qupkkhavn2gysv5cqf0g7q6e8vrxhyd8uzjmma2;169447
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1qmy3d8sd9wq2q3qrz39y0fdkaue6ja5yytzlvf9;324940
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1qfs2wqafne2kklrzvp97t2w2cvpv7fa886m9jdx;251257
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;3KTX1GCbQmoK8MPY9hce6tbjpmNbcXJTkJ;203833
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;342Pmekzdh5hidT8r9d2HzKU6yVDmLTVWf;343659
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;3HeD61vYqRes81NBebDZHxrw2hNW68gert;668283
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1qylkz9y06t00n3ge0sg4jadzkcmcsfc804edvlf;218446
bc1qjgv3t4qrvj03zle6smgd6zd6cfeqhak3ap9u7a;bc1qdd8yvhs67myaaes9etq4vru0myjty40jupvs8w;163948
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1qq97jx56tzt560as60v47zgrvrj46t3nqcrxy30;208367
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1qq9lmhfzfs6h2daq69zqramw8vzme6huayucykt;227837
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1qu7ym0qkcrqlghtvujug8d7mjg3g8vu0cs5c20q;124826
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1qpmz5wdf2y2tszyhpwvls5m3qvce5kaz8p97mxy;251212
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1qkmg47emj5p7wm7cr54g8r0mdqsagj952ag0mqm;144060
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1qerfcrj3f8sqvv93hcvkp27q8ggnhhgks6uye5w;291032
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1qhcjkafrphtmnkw092fwgxxq76m24s6gvpn0rc7;183130
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1qye8kfchrtzapzpqetf79e3wd207dl7jftsn798;324916
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;31t4K79BD4mXC2ipUmdDsMq8fo4CDEjbRz;135681
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;3C3vY4rXyVp4MGGGQQuMttRYwwbpdZ2D88;470417
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1qr4lppg3v8s2nz3rcs8zfdvgg9mtkn3ta3eptcm;210113
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1qwq4uzc78c0e87wdddgpt08v26s9zkwrxj8sh86;122553
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1q7rwxm3kz684znz8qru7s4tqradklnamh4j0gqc;148890
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1qpszdy59xhuq0wsx85tlk9zdvmw5snsq235z0y6;49556616
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1qxexhu7c20wr07f74ug5dq2xv0xdz6za9puzy58;251212
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1q35tc8509e7sykfcmjnyf7kq65pkqqtm822x2t2;231813
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;12aewxNzKY2mfoxb5LYf6SBwXE9UTJ6njE;480350
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;3299UFi5P9VNdgXP6QLH9eUJxs8QD2H3L3;169738
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1qn82juzanfaxhkly5a6dm3cs8p9tt2sucgecxey;163918
bc1qyjy5hval0v59dhnsc5cqx9wgsghgnrms0gekd9;bc1qwh2mr3jtunfnpr638p6ydefkjlar3esnkqqsks;209718
bc1qflhsrzxxrs2azqfcrhlc0d7rm38uyjqdy4mlmg;bc1qflhsrzxxrs2azqfcrhlc0d7rm38uyjqdy4mlmg;2403726.041
bc1qflhsrzxxrs2azqfcrhlc0d7rm38uyjqdy4mlmg;bc1qflhsrzxxrs2azqfcrhlc0d7rm38uyjqdy4mlmg;8502791.811
bc1qd2xx8sj7r5lvtfdnxkp66t0n5ejq2gv0ma375l;bc1qflhsrzxxrs2azqfcrhlc0d7rm38uyjqdy4mlmg;8418992.665
bc1qv9efuj6wry0ndjzdwfwzhlxwqvdst7kcd485f3;bc1qflhsrzxxrs2azqfcrhlc0d7rm38uyjqdy4mlmg;3347086.483
bc1q9apegxdlpy7s9xmgk0um0vjq7c0ux68mfxfe9l;bc1q5dfzwaczzs8cepn9j20ahzpwdgqhrfx4yut466;1257058.102
bc1q9apegxdlpy7s9xmgk0um0vjq7c0ux68mfxfe9l;bc1q5dfzwaczzs8cepn9j20ahzpwdgqhrfx4yut466;329431.891
bc1q9apegxdlpy7s9xmgk0um0vjq7c0ux68mfxfe9l;bc1q5dfzwaczzs8cepn9j20ahzpwdgqhrfx4yut466;10593389.01
bc1q9apegxdlpy7s9xmgk0um0vjq7c0ux68mfxfe9l;bc1q5dfzwaczzs8cepn9j20ahzpwdgqhrfx4yut466;1452611.001
bc1qadmpz8nsqsz9254dlgh8vv2hjqdg4v07zp9ced;bc1qxgdc8tye4v90f8wenzz68tthsmk2ewywjttnt4;54443102.51
bc1qadmpz8nsqsz9254dlgh8vv2hjqdg4v07zp9ced;bc1qxgdc8tye4v90f8wenzz68tthsmk2ewywjttnt4;63322516.85
bc1qadmpz8nsqsz9254dlgh8vv2hjqdg4v07zp9ced;bc1qxgdc8tye4v90f8wenzz68tthsmk2ewywjttnt4;1079031.99
bc1qadmpz8nsqsz9254dlgh8vv2hjqdg4v07zp9ced;bc1qxgdc8tye4v90f8wenzz68tthsmk2ewywjttnt4;719468.6527
bc1qtye5uajz28mk8g0ukfnwsgw0gpljlv4zzu5yg2;bc1qfm64h74a97pcgvp9nfkmp9t2weg3ze7cc9n7cl;1789842.842
bc1qtye5uajz28mk8g0ukfnwsgw0gpljlv4zzu5yg2;bc1qfm64h74a97pcgvp9nfkmp9t2weg3ze7cc9n7cl;377044.0122
bc1qtye5uajz28mk8g0ukfnwsgw0gpljlv4zzu5yg2;bc1qfm64h74a97pcgvp9nfkmp9t2weg3ze7cc9n7cl;845514.4421
bc1qtye5uajz28mk8g0ukfnwsgw0gpljlv4zzu5yg2;bc1qfm64h74a97pcgvp9nfkmp9t2weg3ze7cc9n7cl;1123630.704
bc1q302xrmzhx0pxt9c4dgjdskdf9nr69kgkfp5ks7;1DeM85ugXK5vubBhBYFtpZibt5hHGjRFYc;264640.387
bc1q302xrmzhx0pxt9c4dgjdskdf9nr69kgkfp5ks7;1DeM85ugXK5vubBhBYFtpZibt5hHGjRFYc;297847.5554
bc1q302xrmzhx0pxt9c4dgjdskdf9nr69kgkfp5ks7;1DeM85ugXK5vubBhBYFtpZibt5hHGjRFYc;161880.8613
bc1q302xrmzhx0pxt9c4dgjdskdf9nr69kgkfp5ks7;1DeM85ugXK5vubBhBYFtpZibt5hHGjRFYc;46271.19623
bc1qfdl5w620erc5glkxduuee5m44elnf5phu08fqw;18RtSGZrDQFBrMR8uJ9HBgt9gXcpA5qbgL;19449.54787
bc1qfdl5w620erc5glkxduuee5m44elnf5phu08fqw;18RtSGZrDQFBrMR8uJ9HBgt9gXcpA5qbgL;5823.212431
bc1qfdl5w620erc5glkxduuee5m44elnf5phu08fqw;18RtSGZrDQFBrMR8uJ9HBgt9gXcpA5qbgL;6356.265278
bc1qfdl5w620erc5glkxduuee5m44elnf5phu08fqw;18RtSGZrDQFBrMR8uJ9HBgt9gXcpA5qbgL;52952.97442
bc1qxvvr8pr56e4upjrpprgam4s8m7q40cmk9xx9ah;123F2ybyFgCkmnJhDDQuW1LWurv4yti2W7;20348.64704
bc1qxvvr8pr56e4upjrpprgam4s8m7q40cmk9xx9ah;123F2ybyFgCkmnJhDDQuW1LWurv4yti2W7;20845.35784
bc1qxvvr8pr56e4upjrpprgam4s8m7q40cmk9xx9ah;123F2ybyFgCkmnJhDDQuW1LWurv4yti2W7;21254.09035
bc1qxvvr8pr56e4upjrpprgam4s8m7q40cmk9xx9ah;123F2ybyFgCkmnJhDDQuW1LWurv4yti2W7;20992.90478
bc1qzwt0ggta4dvy2zlg9ga2vk9crly3derhdhyn8y;1DXPFnBx6pcGJfxyS8Dbrz9FFb1WsXjPS1;297836.7906
bc1qzwt0ggta4dvy2zlg9ga2vk9crly3derhdhyn8y;1DXPFnBx6pcGJfxyS8Dbrz9FFb1WsXjPS1;399064.855
bc1qzwt0ggta4dvy2zlg9ga2vk9crly3derhdhyn8y;1DXPFnBx6pcGJfxyS8Dbrz9FFb1WsXjPS1;295277.9305
bc1qzwt0ggta4dvy2zlg9ga2vk9crly3derhdhyn8y;1DXPFnBx6pcGJfxyS8Dbrz9FFb1WsXjPS1;293673.4239
bc1q7x7dgc8laj32tnk29gtr0z8hkknw5fg3yxa6qs;1FchG3ZVam46CukWcpiwFJdY7L4KEWKo3k;576677.3269
bc1q7x7dgc8laj32tnk29gtr0z8hkknw5fg3yxa6qs;1FchG3ZVam46CukWcpiwFJdY7L4KEWKo3k;4045.916178
bc1q7x7dgc8laj32tnk29gtr0z8hkknw5fg3yxa6qs;1FchG3ZVam46CukWcpiwFJdY7L4KEWKo3k;4887.087624
bc1q7x7dgc8laj32tnk29gtr0z8hkknw5fg3yxa6qs;1FchG3ZVam46CukWcpiwFJdY7L4KEWKo3k;5385.669291
bc1qah8rm5q5kftp89q3z5ty334q20mc94cg57qrh2;1MZGry7udpKznn4cDriAjJMBmxK5epeCp4;94420.28859
bc1qah8rm5q5kftp89q3z5ty334q20mc94cg57qrh2;1MZGry7udpKznn4cDriAjJMBmxK5epeCp4;94491.67317
bc1qah8rm5q5kftp89q3z5ty334q20mc94cg57qrh2;1MZGry7udpKznn4cDriAjJMBmxK5epeCp4;75842.69564
bc1qah8rm5q5kftp89q3z5ty334q20mc94cg57qrh2;1MZGry7udpKznn4cDriAjJMBmxK5epeCp4;71439.3426
bc1qge0665u7eq04wqmpy0ufa5z5nar2m4yxcyuc4a;1DZ7m4eZMXFwd76gnAgFnkk5ZXwmafDQmG;54673.9758
bc1qge0665u7eq04wqmpy0ufa5z5nar2m4yxcyuc4a;1DZ7m4eZMXFwd76gnAgFnkk5ZXwmafDQmG;54584.28376
bc1qge0665u7eq04wqmpy0ufa5z5nar2m4yxcyuc4a;1DZ7m4eZMXFwd76gnAgFnkk5ZXwmafDQmG;32637.40562
bc1qge0665u7eq04wqmpy0ufa5z5nar2m4yxcyuc4a;1DZ7m4eZMXFwd76gnAgFnkk5ZXwmafDQmG;16503.33482
bc1qsc5crzdtqfraa4g4d5wnt37q2qhy2a0pvm78hl;1PPicXhbUk16dj7XFasmiR7UGwhELe9ycb;578733.6567
bc1qsc5crzdtqfraa4g4d5wnt37q2qhy2a0pvm78hl;1PPicXhbUk16dj7XFasmiR7UGwhELe9ycb;14468.56368
bc1qsc5crzdtqfraa4g4d5wnt37q2qhy2a0pvm78hl;1PPicXhbUk16dj7XFasmiR7UGwhELe9ycb;11064.54439
bc1qsc5crzdtqfraa4g4d5wnt37q2qhy2a0pvm78hl;1PPicXhbUk16dj7XFasmiR7UGwhELe9ycb;12630.23521
1Ga7E9ugpre9LCAgJbZkxUrfySWNskQJxA;13XhZYidP7Pouvnqu7JCPwV9jw9jjEdTZp;45264
1Ga7E9ugpre9LCAgJbZkxUrfySWNskQJxA;1Ga7E9ugpre9LCAgJbZkxUrfySWNskQJxA;254857
1Ga7E9ugpre9LCAgJbZkxUrfySWNskQJxA;1MBNgJkJKii9pT9t6GyKRj5DM5P5MPs8Hq;29127
1Ga7E9ugpre9LCAgJbZkxUrfySWNskQJxA;1Ga7E9ugpre9LCAgJbZkxUrfySWNskQJxA;219985
bc1qvv22ktt43reeuwarxv4tq0aa405jweav93tg00;bc1q2wussjz683j94jfd2g059h8ddp705m46g9q07v;2966043
bc1qvv22ktt43reeuwarxv4tq0aa405jweav93tg00;bc1qg4jank6tjrflggma8f3wflxgqln7ul3j4whw32;7020603
bc1q2wussjz683j94jfd2g059h8ddp705m46g9q07v;bc1qzauk3gtzvvecew88lfmfnvd6xz5wdrz80l3e0c;2961731.536
bc1qvv22ktt43reeuwarxv4tq0aa405jweav93tg00;bc1qzauk3gtzvvecew88lfmfnvd6xz5wdrz80l3e0c;9985.46392
1Q6yscPRre3z76f23XHd3nr2a2mif1njdG;bc1qjq79574wuh3vxxp8zh3txvs8redrg3eksdcn3p;26188.82158
1Q6yscPRre3z76f23XHd3nr2a2mif1njdG;1JZGLrxqhDHpCwMXqgBdMYCMfrnByMsNvX;499712.2867
13HTCaiuc7QHcFgFpef9zduSwhfuMJWYtr;bc1qjq79574wuh3vxxp8zh3txvs8redrg3eksdcn3p;130347.2227
13HTCaiuc7QHcFgFpef9zduSwhfuMJWYtr;1JZGLrxqhDHpCwMXqgBdMYCMfrnByMsNvX;2487172.19
bc1qjc75cafprg7a3x829sjakylhdkm5uyya3h3ejm;bc1qjq79574wuh3vxxp8zh3txvs8redrg3eksdcn3p;17648.15361
bc1qjc75cafprg7a3x829sjakylhdkm5uyya3h3ejm;1JZGLrxqhDHpCwMXqgBdMYCMfrnByMsNvX;336746.6981
bc1qwq5qc52ftjccjqlmc8jnhys2ah7j3rwz050svt;bc1qjq79574wuh3vxxp8zh3txvs8redrg3eksdcn3p;29255.4619
bc1qwq5qc52ftjccjqlmc8jnhys2ah7j3rwz050svt;1JZGLrxqhDHpCwMXqgBdMYCMfrnByMsNvX;558227.2467
1BNbs3RtdrvygSsLS8h2krzd5Y8wZKbA5M;bc1qjq79574wuh3vxxp8zh3txvs8redrg3eksdcn3p;29294.16269
1BNbs3RtdrvygSsLS8h2krzd5Y8wZKbA5M;1JZGLrxqhDHpCwMXqgBdMYCMfrnByMsNvX;558965.7014
1Cb2McdFYBViSHYG72xdUyCPA5KAFcCswG;bc1qjq79574wuh3vxxp8zh3txvs8redrg3eksdcn3p;29305.17753
1Cb2McdFYBViSHYG72xdUyCPA5KAFcCswG;1JZGLrxqhDHpCwMXqgBdMYCMfrnByMsNvX;559175.877
bc1qrgzdfxzqjn295ku9s477lqluxdpuqdqxs6tz2k;bc1qu37r5pyzfv6vj3yeezwmcf3xzs94udtkqkdcml;391205.0078
bc1qqrr83rlvtcfmn77ddujymh2w9z6p73dda0rvsn;bc1qu37r5pyzfv6vj3yeezwmcf3xzs94udtkqkdcml;139494.9922
1H7Sx5pMNL4APRTgLU4SuAZZ42tm5fzmor;1HpXKDa35z48rmCiPGiBn7hoxBpVVTCUuP;45642.27476
1H7Sx5pMNL4APRTgLU4SuAZZ42tm5fzmor;1HjjeFDzdzD4GgPFmUvQBzGGdo2JnNPzqW;336827.8384
1GMRnwAM5aCMWHxBrB1tC9DJhGiXboyMMb;1HpXKDa35z48rmCiPGiBn7hoxBpVVTCUuP;38201.3608
1GMRnwAM5aCMWHxBrB1tC9DJhGiXboyMMb;1HjjeFDzdzD4GgPFmUvQBzGGdo2JnNPzqW;281915.874
1L7FgEzLZwCn9QJNtDxGGmvVC2VjFY6afU;1HpXKDa35z48rmCiPGiBn7hoxBpVVTCUuP;41241.1371
1L7FgEzLZwCn9QJNtDxGGmvVC2VjFY6afU;1HjjeFDzdzD4GgPFmUvQBzGGdo2JnNPzqW;304348.614
12GadRoJnUCedwtr4tb2D9jQd71rYsKkrn;1HpXKDa35z48rmCiPGiBn7hoxBpVVTCUuP;33376.22735
12GadRoJnUCedwtr4tb2D9jQd71rYsKkrn;1HjjeFDzdzD4GgPFmUvQBzGGdo2JnNPzqW;246307.6735
1HBV6qTmptB5q4gdSA24my3jXD4KV61SL2;bc1q65ycxs9gyye4rl0rfcajyaypezsvhj8mnecm5w;2683.26268
1HBV6qTmptB5q4gdSA24my3jXD4KV61SL2;38bmedHeQaCt9tnjCV73MJuF9rCaknYAtk;14701.91781
1HBV6qTmptB5q4gdSA24my3jXD4KV61SL2;bc1q65ycxs9gyye4rl0rfcajyaypezsvhj8mnecm5w;2167.052855
1HBV6qTmptB5q4gdSA24my3jXD4KV61SL2;38bmedHeQaCt9tnjCV73MJuF9rCaknYAtk;11873.54232
