Source;Target;Weight
Inicial;bc1qxhmdufsvnuaaaer4ynz88fspdsxq2h9e9cetdj;632316660
bc1qwqdg6squsna38e46795at95yu9atm8azzmyvckulcc7kytlcckxswvvzej;bc1qwqdg6squsna38e46795at95yu9atm8azzmyvckulcc7kytlcckxswvvzej;5149980
bc1qwqdg6squsna38e46795at95yu9atm8azzmyvckulcc7kytlcckxswvvzej;14TQifg8Ga36tiXxJJLwagt98kuakom3JN;41023455
bc1qwqdg6squsna38e46795at95yu9atm8azzmyvckulcc7kytlcckxswvvzej;bc1qwqdg6squsna38e46795at95yu9atm8azzmyvckulcc7kytlcckxswvvzej;27672352
bc1qu4vnem99rpq8hm8mtjgu6hx0yhshjlns7ern3m;14TQifg8Ga36tiXxJJLwagt98kuakom3JN;41023455
bc1qu4vnem99rpq8hm8mtjgu6hx0yhshjlns7ern3m;bc1qwqdg6squsna38e46795at95yu9atm8azzmyvckulcc7kytlcckxswvvzej;27672352
bc1qu4vnem99rpq8hm8mtjgu6hx0yhshjlns7ern3m;bc1q9wv5emu9ptkwtlu3zeufxrv9gac09j8966g74n;8336515
bc1qyc6xp58a5ytxyy6elvcus0ky7q66s4rhlnx9l6;bc1qwqdg6squsna38e46795at95yu9atm8azzmyvckulcc7kytlcckxswvvzej;27672352
1KMhuXgUsTy2XW1xDyeKGEPYQtcYpht3JJ;bc1q9wv5emu9ptkwtlu3zeufxrv9gac09j8966g74n;8336515
1KMhuXgUsTy2XW1xDyeKGEPYQtcYpht3JJ;3Gm4m4PeMV1pXaSWgUemwGiCqyEFBLc3gV;2648890
bc1qkamznvtkac8qh3slue36j5gl5cjllvvukcpznc;3Gm4m4PeMV1pXaSWgUemwGiCqyEFBLc3gV;2648890
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;1Ha2hHNebdtaXB62G7BPeAGv9aevK3KQHa;105955
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;134t6RhJW17cJ4nyEseNGk5PjVFdo8rY2R;57550691
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;3HASeAxLLZQJTbGDTSyfxbJXLtnUF8K1Dw;49375
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;1KMhuXgUsTy2XW1xDyeKGEPYQtcYpht3JJ;27887390
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;39xuQJJwSXS9JgZZTUEAhkLMEv9oND5AML;231982
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1qw29qz5xjf865k9kcnwg0ssnyl00ujjz27yu4fh;305220
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;629205017
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1qw3q6pgaz3xhkmjrwlj8rvhznxnuclyslvu0f4m;260210960
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1qq6c3avrk6nurw8z7434yrltmh8lf76kk94p26v;407000
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;226288248
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1qrtqlfq3vdqw74wksducwxnjze88q2shasvlc5g;60000
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;613224083
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1que79xdk28246ll5e2phewwy8t5nnftf7v4cq35;487890
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;3BSwST1RGT7ihyrJ9Z2VyVMitwft1jVCC6;340000
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;576499861
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1q0mwt0ppqc6w5n9g4hpw9x5fhm3r4azd2pnff5x;301990
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;36GFzVT9VZYFtWYeCDhSXywGrJghxfV1db;8278150
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;817376621
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;1GPG5uGnCa1dQEb6tT8EtUiq4BuGzS8c28;5440000
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;33pgmDMPVHxvwo758z3rS2Rgrs3Awhy6ZY;200840
