Source;Target;Weight
Inicial;36cWgjEtxQSFgbHTJDw5AB96ZX7fJk1URd;637662085
17A16QmavnUfCW11DAApiJxp7ARnxN5pGX;bc1q8vvmhenvcag6lqr2904ll3dunv729z9vtmsf82;100033.6313
17A16QmavnUfCW11DAApiJxp7ARnxN5pGX;1Gn55YUDJaWC2boJNx688u2v9iS9a8umL;8334245.027
17A16QmavnUfCW11DAApiJxp7ARnxN5pGX;17A16QmavnUfCW11DAApiJxp7ARnxN5pGX;125304208.6
17A16QmavnUfCW11DAApiJxp7ARnxN5pGX;bc1q8vvmhenvcag6lqr2904ll3dunv729z9vtmsf82;9895804.369
17A16QmavnUfCW11DAApiJxp7ARnxN5pGX;1Gn55YUDJaWC2boJNx688u2v9iS9a8umL;824463306
17A16QmavnUfCW11DAApiJxp7ARnxN5pGX;17A16QmavnUfCW11DAApiJxp7ARnxN5pGX;12395690519
bc1qqdraagu65z8eufxr523wuzs4dx6n4vzr0ayjyk;1Gn55YUDJaWC2boJNx688u2v9iS9a8umL;8334245.027
bc1qqdraagu65z8eufxr523wuzs4dx6n4vzr0ayjyk;17A16QmavnUfCW11DAApiJxp7ARnxN5pGX;125304208.6
bc1q7ez57753ze707v0ykw8yljsxum8p6tuugugzaa;17A16QmavnUfCW11DAApiJxp7ARnxN5pGX;125304208.6
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1q8vvmhenvcag6lqr2904ll3dunv729z9vtmsf82;9895804.369
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;1Gn55YUDJaWC2boJNx688u2v9iS9a8umL;824463306
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;17A16QmavnUfCW11DAApiJxp7ARnxN5pGX;12395690519
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;3N9cLaCQpAy1M8qJ8Up58tpoquNeyxEbzj;1725169
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1quu3jysenyzy3huax5aumpsjtq7emrrfdg72v3p;5114852
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1q47fyny8nwv8njcqquu02ye26t3qa9nuvf07kse;3824930
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1qfqteyf5qltva9x6jaynqzey3mspkfjafw9c526;15613480
