Source;Target;Weight
Inicial;bc1qxhmdufsvnuaaaer4ynz88fspdsxq2h9e9cetdj;652517431
bc1qhyf4r6zyfnrz9rt6cns7hg0c40mkt0ar9weyn7;1CWMb2EL31z68piZJjzV3qu6pfrPRYyJvn;433020.7134
bc1qhyf4r6zyfnrz9rt6cns7hg0c40mkt0ar9weyn7;bc1qhyf4r6zyfnrz9rt6cns7hg0c40mkt0ar9weyn7;182390.3003
bc1qhyf4r6zyfnrz9rt6cns7hg0c40mkt0ar9weyn7;1CWMb2EL31z68piZJjzV3qu6pfrPRYyJvn;741679.2866
bc1qhyf4r6zyfnrz9rt6cns7hg0c40mkt0ar9weyn7;bc1qhyf4r6zyfnrz9rt6cns7hg0c40mkt0ar9weyn7;312398.6997
bc1pt6xlh2pp7lxw2zp43edpu3mc5vhzgdu9z7hyp6zjvmnzj3jqgjtq42aujn;bc1qhyf4r6zyfnrz9rt6cns7hg0c40mkt0ar9weyn7;182390.3003
bc1q7vfwsazrxd9xjhf3qrs5pmk976967nekunczc9;1CWMb2EL31z68piZJjzV3qu6pfrPRYyJvn;741679.2866
bc1q7vfwsazrxd9xjhf3qrs5pmk976967nekunczc9;bc1qhyf4r6zyfnrz9rt6cns7hg0c40mkt0ar9weyn7;312398.6997
bc1q0p3n85kl7t3xak8gxfrvkh5n8pfayaa7ukrq9w;bc1qhyf4r6zyfnrz9rt6cns7hg0c40mkt0ar9weyn7;312398.6997
bc1qz8xa7g36hdnasm0nftukqr5fs3yyt24dwrxnyj;bc1qqw6ghzr4urqzrdpffyqz86t5h4arytvdwqq3em;995455
bc1qz8xa7g36hdnasm0nftukqr5fs3yyt24dwrxnyj;bc1qfrg8p8fn6d5ezqms5dgr9fpjewgfmksnkccsha;4192516
bc1qekrlf9me9qyzx0taz8rjs0x6ulun8t8n2pc2t5;bc1qfrg8p8fn6d5ezqms5dgr9fpjewgfmksnkccsha;4192516
bc1qekrlf9me9qyzx0taz8rjs0x6ulun8t8n2pc2t5;3FhJpP2q8VLM5cip2DrYXzYj9nJ2kjWy1D;320197
bc1qn6s68xwpwy25st9ea7z7vh2lvdww3ew3h3srgf;3FhJpP2q8VLM5cip2DrYXzYj9nJ2kjWy1D;320197
bc1qn6s68xwpwy25st9ea7z7vh2lvdww3ew3h3srgf;bc1qtesm6jqvghyk5n669trs9zdq04uq02tls9ggw8;114042
bc1qwp5q05lcmdeuefh9ysk7lv6j4tqd6lyttyxk8k;bc1qtesm6jqvghyk5n669trs9zdq04uq02tls9ggw8;114042
