Source;Target;Weight
Inicial;1E6vTBe9KLCh5ZqEkLoV2Fh5syXVHxHkna;719865963
bc1qmhdqekssdk5guyntkud6egrllvpyexjwsru5jc;1nFRepL1ExV2Hh28FbajxExpJNntXrQky;10974229
bc1qt75z90zufk460q3u2cgygdqvk644p3xkx04wzn;1nFRepL1ExV2Hh28FbajxExpJNntXrQky;9024528
bc1qt75z90zufk460q3u2cgygdqvk644p3xkx04wzn;bc1q89mhc8jd3tl3hjrm0wr8x60l3pc0ehq29c5ex3;1709207
bc1q5wd03q44erw4eejl2np9hgq7styekesn7l767w;bc1q89mhc8jd3tl3hjrm0wr8x60l3pc0ehq29c5ex3;1709207
bc1q5wd03q44erw4eejl2np9hgq7styekesn7l767w;192nUDLR7xzKtfeC6isqTdBZhSiih3asRZ;33718
bc1q5wd03q44erw4eejl2np9hgq7styekesn7l767w;bc1qgjxmw4vpytz60aaa0ehptvyzzlmpmmruw4q0p9;344904
bc1q5wd03q44erw4eejl2np9hgq7styekesn7l767w;32kcThZ3cpvvaHZ9VZh6RaCffwP5trx3KG;2749111
bc1q5wd03q44erw4eejl2np9hgq7styekesn7l767w;bc1qtav9c8g6hl2d7e9lvfnexzt08gfw9pzeu03pcu;4606851
3NRWHPqNENs2yD6aqtS1S4yTVL9aHhPDmg;192nUDLR7xzKtfeC6isqTdBZhSiih3asRZ;33718
3C6ERaimdkHiF2rT83JanxoLBiFQ2Cc5s6;bc1qgjxmw4vpytz60aaa0ehptvyzzlmpmmruw4q0p9;344904
3PgTZoTfBX5R6vPRC253cr6LwFqwpEjf7S;32kcThZ3cpvvaHZ9VZh6RaCffwP5trx3KG;2749111
3PgTZoTfBX5R6vPRC253cr6LwFqwpEjf7S;bc1qtav9c8g6hl2d7e9lvfnexzt08gfw9pzeu03pcu;4606851
3PgTZoTfBX5R6vPRC253cr6LwFqwpEjf7S;bc1qmczyszax8uayfkwqzkymgxagd2uychrwe7jjja;1281493408
3PgTZoTfBX5R6vPRC253cr6LwFqwpEjf7S;1DD8F6JZYjFH9b588thoyxbwhU1SwqPGxi;111227.614
15282N4BYEwYh3j1dTgJu64Ey5qWn9Po9F;bc1qtav9c8g6hl2d7e9lvfnexzt08gfw9pzeu03pcu;4606851
3M2y1CP4ariYz63zezhxjY8LAEUe2B82Cm;bc1qmczyszax8uayfkwqzkymgxagd2uychrwe7jjja;1281493408
3M2y1CP4ariYz63zezhxjY8LAEUe2B82Cm;1DD8F6JZYjFH9b588thoyxbwhU1SwqPGxi;111227.614
bc1q8h67dytup75uurg9jpj32mtudrauraf2fd7lnp;1DD8F6JZYjFH9b588thoyxbwhU1SwqPGxi;111227.614
bc1q8h67dytup75uurg9jpj32mtudrauraf2fd7lnp;1DD8F6JZYjFH9b588thoyxbwhU1SwqPGxi;12951747.39
bc1q8h67dytup75uurg9jpj32mtudrauraf2fd7lnp;3MfrVFsQxbgETk9pDr5VpFSBskkvSmLVQs;913102
