Source;Target;Weight
Inicial;bc1qxhmdufsvnuaaaer4ynz88fspdsxq2h9e9cetdj;705640100
1FWQiwK27EnGXb6BiBMRLJvunJQZZPMcGd;1FWQiwK27EnGXb6BiBMRLJvunJQZZPMcGd;191616
1FWQiwK27EnGXb6BiBMRLJvunJQZZPMcGd;bc1qz5p8n8fwa46r3r05lpqutnn9nucplkxr77pxsf;683623
bc1p0ja5she4qqk3dcyyepskcv4rqfm3kv4367ptzmcyjyxc4hnucw4qnpmwjt;bc1qz5p8n8fwa46r3r05lpqutnn9nucplkxr77pxsf;683623
bc1p0ja5she4qqk3dcyyepskcv4rqfm3kv4367ptzmcyjyxc4hnucw4qnpmwjt;bc1p2kujzp4983kngz8tkmshhefv7mlr085ugfqwd8vw46pvh6854ezqfv96la;42339
bc1pfg3yetst92zk3knk8rgwls7fjg2uqtyxwjd8dv3g6twcxrgw5wfqzkfu0g;bc1p2kujzp4983kngz8tkmshhefv7mlr085ugfqwd8vw46pvh6854ezqfv96la;42339
3DGFrhJRLB3HyZp2pLphegEGEY3Rq5YsNW;bc1p0ja5she4qqk3dcyyepskcv4rqfm3kv4367ptzmcyjyxc4hnucw4qnpmwjt;5146432
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1p568cltzdy7dudlpwlv2r7xka9amxaqrhk59qje24qwcettqrl5fsnmgwek;38000
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;3Dijxe2Dt9UM4LjQWQUWuCcwC51gY7tyi5;3502692
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;3676fKExDnzfJeFm16wo8aZKiZnVnXbUNw;80307
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;bc1q5ulqcddg04ftkx4qe5gn6ql3jn8w6hk3h7rhan;31289920
31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;3Dijxe2Dt9UM4LjQWQUWuCcwC51gY7tyi5;3502692
31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;3676fKExDnzfJeFm16wo8aZKiZnVnXbUNw;80307
31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;bc1q5ulqcddg04ftkx4qe5gn6ql3jn8w6hk3h7rhan;31289920
31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;181NHHn5zohUX88cdMheFFK5gt7y1yjaSY;314980
31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;480634269
31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;0.427530087
31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;bc1qmvmm5gdneqgaqe6qy9s0ax56n5dpcj62kjetzt;70.91655325
31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;0.213765044
31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;0.213765044
31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;491.4757626
31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;7.125501457
31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;bc1qmvmm5gdneqgaqe6qy9s0ax56n5dpcj62kjetzt;1181.942554
31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;3.562750729
31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;3.562750729
31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;8191.26271
bc1qmvmm5gdneqgaqe6qy9s0ax56n5dpcj62kjetzt;3676fKExDnzfJeFm16wo8aZKiZnVnXbUNw;80307
bc1qmvmm5gdneqgaqe6qy9s0ax56n5dpcj62kjetzt;3Dijxe2Dt9UM4LjQWQUWuCcwC51gY7tyi5;3502692
bc1qmvmm5gdneqgaqe6qy9s0ax56n5dpcj62kjetzt;bc1q5ulqcddg04ftkx4qe5gn6ql3jn8w6hk3h7rhan;31289920
bc1qmvmm5gdneqgaqe6qy9s0ax56n5dpcj62kjetzt;181NHHn5zohUX88cdMheFFK5gt7y1yjaSY;314980
bc1qmvmm5gdneqgaqe6qy9s0ax56n5dpcj62kjetzt;bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;480634269
35v7HuFpFbHkvSe5WEkaeeYxpw2dB96HyQ;bc1q5ulqcddg04ftkx4qe5gn6ql3jn8w6hk3h7rhan;31289920
35v7HuFpFbHkvSe5WEkaeeYxpw2dB96HyQ;181NHHn5zohUX88cdMheFFK5gt7y1yjaSY;314980
35v7HuFpFbHkvSe5WEkaeeYxpw2dB96HyQ;bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf;480634269
35v7HuFpFbHkvSe5WEkaeeYxpw2dB96HyQ;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;0.427530087
35v7HuFpFbHkvSe5WEkaeeYxpw2dB96HyQ;bc1qmvmm5gdneqgaqe6qy9s0ax56n5dpcj62kjetzt;70.91655325
35v7HuFpFbHkvSe5WEkaeeYxpw2dB96HyQ;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;0.213765044
35v7HuFpFbHkvSe5WEkaeeYxpw2dB96HyQ;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;0.213765044
35v7HuFpFbHkvSe5WEkaeeYxpw2dB96HyQ;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;491.4757626
35v7HuFpFbHkvSe5WEkaeeYxpw2dB96HyQ;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;0.427530087
35v7HuFpFbHkvSe5WEkaeeYxpw2dB96HyQ;bc1qmvmm5gdneqgaqe6qy9s0ax56n5dpcj62kjetzt;70.91655325
35v7HuFpFbHkvSe5WEkaeeYxpw2dB96HyQ;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;3.562750729
35v7HuFpFbHkvSe5WEkaeeYxpw2dB96HyQ;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;3.562750729
35v7HuFpFbHkvSe5WEkaeeYxpw2dB96HyQ;31iwbpxuaz23xkhUUXxotjKkXwEkg7wUf7;8191.26271
