Source,Target,Weight
Inicial,38XnPvu9PmonFU9WouPXUjYbW91wa5MerL,628559704.0
1KZ6KTbFN7UbNJVDW1A1X4KDyRoCiaPJqZ,3HRoVGh88gz32YygxnaWV6gqLfmFh9Yp2W,128800.00000000001
1KZ6KTbFN7UbNJVDW1A1X4KDyRoCiaPJqZ,1BZ8wkFHVJsmvtQACeJS9MevHue2DuDSii,358997.0
3Da6cHW8tJUMJ1iohJQWznkZzGqL2dhwas,1BZ8wkFHVJsmvtQACeJS9MevHue2DuDSii,358997.0
3Da6cHW8tJUMJ1iohJQWznkZzGqL2dhwas,3HRN6jNxUtxXhnWGayVusaWNXVHomthiyF,123.0927080898046
3Da6cHW8tJUMJ1iohJQWznkZzGqL2dhwas,3Da6cHW8tJUMJ1iohJQWznkZzGqL2dhwas,3640.4197180974215
3Da6cHW8tJUMJ1iohJQWznkZzGqL2dhwas,3HRN6jNxUtxXhnWGayVusaWNXVHomthiyF,21426.907291910196
bc1qgylfu68l6puuvtha34l0tzfacv7g2a2yt45re6,3HRN6jNxUtxXhnWGayVusaWNXVHomthiyF,123.0927080898046
bc1qgylfu68l6puuvtha34l0tzfacv7g2a2yt45re6,3Da6cHW8tJUMJ1iohJQWznkZzGqL2dhwas,3640.4197180974215
bc1qujczus9r7m82lpvpf9mygq94dc4ppwxwqjxm2j,3Da6cHW8tJUMJ1iohJQWznkZzGqL2dhwas,3640.4197180974215
bc1q40fdxxuw927elc22n6clldlfw4k9w957gtgg2p,3HRN6jNxUtxXhnWGayVusaWNXVHomthiyF,21426.907291910196
bc1q40fdxxuw927elc22n6clldlfw4k9w957gtgg2p,3Da6cHW8tJUMJ1iohJQWznkZzGqL2dhwas,633692.5802819026
bc1peptnnk4tulrnvj7mu9ajlurm8a7n32drktrncxev73ylzvzyglgqq3lhaj,3Da6cHW8tJUMJ1iohJQWznkZzGqL2dhwas,633692.5802819026
bc1p7llkm3rr4v3asac2n53w3c7za7aa28rj39d67c6f08excrl2j9uqsk60u0,bc1qy8xpfzk57tukt89z2ajh3y69432h69fc9au9hu,1100806.2746271302
bc1p7llkm3rr4v3asac2n53w3c7za7aa28rj39d67c6f08excrl2j9uqsk60u0,bc1qy8xpfzk57tukt89z2ajh3y69432h69fc9au9hu,1334047.7253728698
bc1pkn6wd5ztmrp045k90x9ehvt3duj87p8rg77r3wngvr38c9m8egaq9w6mka,bc1qy8xpfzk57tukt89z2ajh3y69432h69fc9au9hu,1334047.7253728698
bc1pkn6wd5ztmrp045k90x9ehvt3duj87p8rg77r3wngvr38c9m8egaq9w6mka,bc1qds3xyd5suv6aech7hv6v6g7w4jkplpx4przf98,161962.0
bc1pczkhychld62da2a9rslzk9mdmsf85j5q8y6xgnm6savsf9nw7dqs07q74a,bc1qds3xyd5suv6aech7hv6v6g7w4jkplpx4przf98,161962.0
bc1pczkhychld62da2a9rslzk9mdmsf85j5q8y6xgnm6savsf9nw7dqs07q74a,bc1qv7d2dgyvtctv7ya4t3ysy4c2s8qz4nm8t6dvm3,330.0
bc1pczkhychld62da2a9rslzk9mdmsf85j5q8y6xgnm6savsf9nw7dqs07q74a,bc1qv7d2dgyvtctv7ya4t3ysy4c2s8qz4nm8t6dvm3,330.0
bc1pczkhychld62da2a9rslzk9mdmsf85j5q8y6xgnm6savsf9nw7dqs07q74a,bc1qv7d2dgyvtctv7ya4t3ysy4c2s8qz4nm8t6dvm3,330.0
bc1pczkhychld62da2a9rslzk9mdmsf85j5q8y6xgnm6savsf9nw7dqs07q74a,bc1qv7d2dgyvtctv7ya4t3ysy4c2s8qz4nm8t6dvm3,330.0
bc1pczkhychld62da2a9rslzk9mdmsf85j5q8y6xgnm6savsf9nw7dqs07q74a,bc1qv7d2dgyvtctv7ya4t3ysy4c2s8qz4nm8t6dvm3,330.0
bc1pczkhychld62da2a9rslzk9mdmsf85j5q8y6xgnm6savsf9nw7dqs07q74a,bc1qv7d2dgyvtctv7ya4t3ysy4c2s8qz4nm8t6dvm3,330.0
